EREQ_CODE,EREQ_LEVEL,EREQ_PARENT_EQUIPMENT,EREQ_PARENT_LEVEL,EREQ_DESCRIPTION
B7284T0026-GRPROD-PO,3.0,B7284T0026-GRPROD,2.0,POUSSOIRS
LLK-AC-2350B-ETACOM,2.0,LLK-AC-2350B,1.0,Compresseur 40 bars TEMPO 2350 B
B7214T0007-FOURIR-CT,3.0,B7214T0007-FOURIR,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0007-TRANSF-TP,3.0,B7214T0007-TRANSF,2.0,SOUFFLEUSE SBO 20 SIDEL
B8638T0038-CIREAU,2.0,B8638T0038,1.0,Refroidisseurs CTA 1/2 TRANE-FIORINI
B8654T0011,1.0,,,Armoire Climatisation CIAT 01
LLK-AC-2350A-ETACOM,2.0,LLK-AC-2350A,1.0,Compresseur 40 bars TEMPO 2350 A
B7210T8004,1.0,,,LAVEUSE BOUTEILLES(SDA)
B7252T0021-GRETIQ,2.0,B7252T0021,1.0,ETIQUETEUSE OPERA 300 SACMI
B7214T0008-RS-PS-14,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0013,1.0,,,SOUFFLEUSE
ELKS_UAP1-N-BS-PR,1.0,,,Nouvelle siroperie
B7217T0002,1.0,,,SOUTIREUSE
B7220T8001,1.0,,,MONOBLOC
B7222T8003,1.0,,,ROBOT DE CONDIT - ENCAISSEUSE -
B7252T0021-GRETIQ-HM,3.0,B7252T0021-GRETIQ,2.0,ETIQUETEUSE OPERA 300 SACMI
B8638T0056,1.0,,,GROUPE DE PRODUCTION EAU GLACE N°2
B3971T0052,2.0,B3972E5099-J01,1.0,POSTE MT-BT1
B7214T0008-RS-PS-04,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0007-RS-PS-20,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0013-S167,3.0,B7214T0013-S004,2.0,SOUFFLEUSE
B7214T8001,1.0,,,SOUFFLEUSE SBO 20 5767
B7216T8002,1.0,,,REMPLISSEUSE SF SELECT 140/15C
B7101T0158,2.0,B7228T0076,1.0,LIGNE DE PREPARATION JUS
B7252T8005,1.0,,,ETIQUETEUSE SACMI OPERA 300
B7272T8000,1.0,,,FARDELEUSE TSM 4 SDI
B7752T0112,1.0,,,TRANSPORTEUR A BANDE        TB21A
B7290T8001,1.0,,,HOUSSEUSE COMBI PAL 2000
B7759T8004,1.0,,,CONVOYEURS
B8654T0010,1.0,,,Armoire Climatisation CIAT 02
B9305T0001,1.0,,,BATIMENT
B3971T0051,2.0,B3972E5099-J03,1.0,POSTE MT-BT3
B7214T0007-RS-FR,3.0,B7214T0007-RS,2.0,SOUFFLEUSE SBO 20 SIDEL
B7217T0001,1.0,,,SOUTIREUSE
B7223T0001,1.0,,,BOUCHEUSE UNIMAC-GHERRI(SDA)
B7258T0007,1.0,,,CHECKMAT SORTIE ETIQUETEUSE
B7258T0009,1.0,,,INSPECTRICE DE BOCAL EBI(SDA)
B7270T0200-S004,2.0,B7270T0200,1.0,SLEEVEUSE
B7270T0200-S003,2.0,B7270T0200,1.0,SLEEVEUSE
B7284T0027-ARMELE,2.0,B7284T0027,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7759T0023,1.0,,,CONVOYEURS BOCALES
DATA-CENTER-FRD,1.0,,,EQUIPEMENTS FROID ET CLIMATISATION DATA-CENTER
B7286T0023,1.0,,,BANDEROLEUSE SEMI AUTOMATIQUE
B7203T0001-S037,3.0,B7203T0001-S005,2.0,DEPALETTISEUR
B7214T0008-RS-PS-20,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7252T0032,1.0,,,ETIQUETEUSE
B7270T0200,1.0,,,SLEEVEUSE
B7274T0001-CIRPNE,2.0,B7274T0001,1.0,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
B8638T0028,1.0,,,GROUPE FROID 2A014
LLK-AC-1850C-ARMELE,2.0,LLK-AC-1850C,1.0,Compresseur 40 bars TEMPO 1850 C
B6225T0001-S099,2.0,B6225T0001-S001,1.0,CUVERIE EXTERIEUR
B6225T0003-S065,2.0,B6225T0003-S006,1.0,TAMISEUR(SDA)
B7272T0015-ENTRAI-NA,3.0,B7272T0015-ENTRAI,2.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7272T0027,1.0,,,FARDELEUSE VARIOPAC PRO
B8525T0026,1.0,,,GROUPE-ELECTROGENE 400KVA
B6220T0001-S125,3.0,B6220T0001-S011,2.0,VMC  A(SDA)
B7101T0115-S002,3.0,B6225T0001-S096,2.0,CUVERIE EXTERIEUR
B7284T0027-MAGPAL-EF,3.0,B7284T0027-MAGPAL,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7214T0010-RS-PS-05,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B3669T0022,1.0,,,COMPRESSEUR 7 BAR N°1
B7216T0013-BOUCHEUSE,2.0,B7216T0013,1.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7284T0029-MAGPAL,2.0,B7284T0029,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7272T0017-TRFILM-IF,3.0,B7272T0017-TRFILM,2.0,FARDELEUSE L3
B6244T8001,1.0,,,BOULE DE CUISSON 1
B7214T0013-S006,2.0,B7214T0013,1.0,SOUFFLEUSE
B7216T0013,1.0,,,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7220T8001-J60,2.0,B7220T8001,1.0,MONOBLOC
B7220T8001-J50,2.0,B7220T8001,1.0,MONOBLOC
B7247T8002,1.0,,,REMPLISSEUSE ASEPTIQUE
B7272T0015-ENTPRO,2.0,B7272T0015,1.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B6225T0001-S306,2.0,B6225T0001-S003,1.0,CUVES TAMPON
B7214T0007-RS,2.0,B7214T0007,1.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010,1.0,,,SOUFFLEUSE SBO 20 SIDEL
B7216T0012-BOUCHE-BU,3.0,B7216T0012-BOUCHEUSE,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7252T8003,1.0,,,ETIQUETEUSE DE BOUTEILLES  25 CL
B7272T0015-TRFILM,2.0,B7272T0015,1.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7284T0027-PALPRO-TA,3.0,B7284T0027-PALPRO,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7759T8004-J05,3.0,B7759T8004-J11,2.0,CONVOYEURS
B9305T0001-ECLAIR,2.0,B9305T0001,1.0,BATIMENT
UPL-B8638T-001,1.0,SYS-FRP,1.0,Système Refroidissement Palette
B7214T0007-RS-PS-18,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-FOURIR,2.0,B7214T0008,1.0,SOUFFLEUSE SBO 20 SIDEL
B7216T0011,1.0,,,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7216T0012-TRANSF-TC,3.0,B7216T0012-TRANSF,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7216T0012,1.0,,,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7217T0001-S004,2.0,B7217T0001,1.0,SOUTIREUSE
B7218T0001,1.0,,,RINCEUSE
B7254T0169-EXTRAC,2.0,B7254T0169,1.0,DATEUSE
B7254T0170,1.0,,,DATEUR INDUSTRIEL A JET D ENCRE
B9305T0002,1.0,,,ATELIER
BEC-ADM-ETAG1_FRD,1.0,,,EQUIPEMENTS FROID ET CLIMATISATION 1ER ETAGE
B7260T8001,1.0,,,PASTEURISATEUR REFROIDI À TUNNEL(SDA)
B7217T0001-S284,3.0,B7217T0001-S004,2.0,SOUTIREUSE
B7284T0029-ENTPRO,2.0,B7284T0029,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B8702T0001,1.0,,,SOURCE
BEC-ADM-R3-UTIL-FRD,1.0,,,EQUIPEMENTS FROID ET CLIMATISATION 3E ETAGE R+3
BEC-ADM-R3_ETAG2_FRD,1.0,,,EQUIPEMENTS FROID ET CLIMATISATION 2E ETAGE R+3
B6220T0002,1.0,,,VMC  B(SDA)
B7688R2000,1.0,,,CLIMATISATIONS
B7214T0008-RS-PS-01,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-FOURIR-CT,3.0,B7214T0010-FOURIR,2.0,SOUFFLEUSE SBO 20 SIDEL
B7284T0027-ARMELE-CE,3.0,B7284T0027-ARMELE,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7214T0008-RS-PS-11,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-RS-PS,3.0,B7214T0008-RS,2.0,SOUFFLEUSE SBO 20 SIDEL
B7252T0029-GRETIQ-HM,3.0,B7252T0029-GRETIQ,2.0,ETIQUETEUSE OPERA 300 SACMI
B7272D0006-K001,3.0,,,FARDELEUSE TSM 4 SDI CERMEX-OC
B7284T0029-ENTPRO-CP,3.0,B7284T0029-ENTPRO,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7759T0020-UNIFIL,2.0,B7759T0020,1.0,CONVOYEUR MECANIQUE  GEBO
B7284T0029-PINTER-BI,3.0,B7284T0029-PINTER,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7214T0010-RS-PS-11,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B8657T0026,1.0,,,CLIMATISEUR CIAT DXA36 SALLE TGBT
LLK-AC-1850E-ETACOM,2.0,LLK-AC-1850E,1.0,Compresseur 40 bars TEMPO 1850 E Cojek
B7222T0001,1.0,,,REMPLISSEUSE SEMI-AUTOMATIQUE(SEAUX)
B6220T0001-S002,2.0,B6220T0001,1.0,VMC  A(SDA)
B6225T0001-S096,2.0,B6225T0001-S001,1.0,CUVERIE EXTERIEUR
B7214T0008-RS-PS-15,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-RS-PS-07,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-RS-PS-05,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7216T0012-ARMELE,2.0,B7216T0012,1.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7252T0029-ARMELE-CE,3.0,B7252T0029-ARMELE,2.0,ETIQUETEUSE OPERA 300 SACMI
B7284T0029-PINTER,2.0,B7284T0029,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7702T0162,1.0,,,CHARIOT ELEVETEUR GPL
B8634T0021,1.0,,,Refroidisseur CO2
B7222T0006-J01,1.0,,,Remplisseuse semi automatique seau ASSILA
B7284T0027-CONMEC,2.0,B7284T0027,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7759T0020,1.0,,,CONVOYEUR MECANIQUE  GEBO
LLK-AC-1850E-ENTRAI,2.0,LLK-AC-1850E,1.0,Compresseur 40 bars TEMPO 1850 E Cojek
B7203T0001,1.0,,,DEPALETTISEUR
B7214T0007-POSTCO,2.0,B7214T0007,1.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-CIREAU-01,3.0,B7214T0010-CIREAU,2.0,SOUFFLEUSE SBO 20 SIDEL
B7216T0012-TRANSF-EB,3.0,B7216T0012-TRANSF,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7217T0002-S004,2.0,B7217T0002,1.0,SOUTIREUSE
B7272T0016-ENTRAI-NA,3.0,B7272T0016-ENTRAI,2.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7284T8001,1.0,,,PALETTISEUR P432-SCARA
B8655T0001-R000,1.0,,,CLIMATISATION  BUREAUX
B9305T0004,1.0,,,Poste Contrôle HT 60KV
B7101T8007,1.0,,,BAC DE STOCKAGE EAU MITIGEE
B7214T0008-RS,2.0,B7214T0008,1.0,SOUFFLEUSE SBO 20 SIDEL
B7216T0013-REMPLI-CA,3.0,B7216T0013-REMPLI,2.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7217T0002-S315,3.0,B7217T0002-S004,2.0,SOUTIREUSE
B7252T0021-STINFE,2.0,B7252T0021,1.0,ETIQUETEUSE OPERA 300 SACMI
B7272T0016-ENTRAI,2.0,B7272T0016,1.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B8657T0031,1.0,,,CLIMATISEUR MCC CIAT 28000W CLIMC28C
B7214T0008-CIREAU-01,3.0,B7214T0008-CIREAU,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008,1.0,,,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-TRANSF-TP,3.0,B7214T0010-TRANSF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7254T0173,1.0,,,DATEUR INDUSTRIEL A JET D ENCRE AX350I
B7272D0007-K001,3.0,,,FARDELEUSE TSM 4 SDI CERMEX-OC
B7284T0031,1.0,,,PALETTISEUR
B7286T0022-SECBAN,2.0,B7286T0022,1.0,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2
B7286T0022,1.0,,,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2
B7214T0007-AIRCOM-01,3.0,B7214T0007-CIRPNE,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0007-RS-PS-07,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-RS-PS-02,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-RS-PS-06,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-FOURIR-CT,3.0,B7214T0008-FOURIR,2.0,SOUFFLEUSE SBO 20 SIDEL
B7216T0013-BOUCHE-BU,3.0,B7216T0013-BOUCHEUSE,2.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7272T0016,1.0,,,FARDELEUSE TSM 4 SDI CERMEX-OC
B7272T0017-TRFILM-PB,3.0,B7272T0017-TRFILM,2.0,FARDELEUSE L3
B7284T0026-MAGPAL-EF,3.0,B7284T0026-MAGPAL,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B8638T0037-CIRFRI,2.0,B8638T0037,1.0,Refroidisseurs VDM TRANE-FIORINI
B6225T0003-S001,1.0,,,UNITE DE DESAERATION MOUTARDE
B7252T0022-GRETIQ-HM,3.0,B7252T0022-GRETIQ,2.0,ETIQUETEUSE OPERA 300 SACMI
B7260T0001-S008,2.0,B7260T0001,1.0,PASTEURISATEUR
B8602T0018,1.0,,,Chaudiére MIRA 5000 ECFERAL
BEC-ADM-REZ_FRD,1.0,,,EQUIPEMENTS FROID ET CLIMATISATION REZ DE CHAUSEE R+2
BEC-ALLEES-PG3-FRD,1.0,,,EQUIPEMENTS FROID ET CLIMATISATION POSTE DE GARDIENNAGE 3
B7214T0007-RS-PS-08,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-FOURIR-MC,3.0,B7214T0008-FOURIR,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-RS-PS,3.0,B7214T0010-RS,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-ALPREF-RA,3.0,B7214T0010-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7272T0017-ENTRAI-NA,3.0,B7272T0017-ENTRAI,2.0,FARDELEUSE L3
B4600R3000-R050,2.0,B7752T0127,1.0,TRANSPORTEUR A BANDE 3A014
B7759T8002-J06,2.0,B7759T8002,1.0,CONVOYEURS MECANIQUE GEBO
B8602T0018-CORCHA,2.0,B8602T0018,1.0,Chaudiére MIRA 5000 ECFERAL
BEC-ALLEES-PG5-FRD,1.0,,,EQUIPEMENTS FROID ET CLIMATISATION POSTES DE GARDIENNAGE 5 ENTREE SUCRE LIQUIDE
UPL-B6005T-001,1.0,SYS-IP,1.0,Système Injection  Palette
B7252T0021-GRETIQ-CT,3.0,B7252T0021-GRETIQ,2.0,ETIQUETEUSE OPERA 300 SACMI
B7216T0011-TRANSF-TC,3.0,B7216T0011-TRANSF,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7216T0013-TRANSF,2.0,B7216T0013,1.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7216T0013-TRANSF-TC,3.0,B7216T0013-TRANSF,2.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7272T0016-ENTRAI-CY,3.0,B7272T0016-ENTRAI,2.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7274T0002-ALRUCA-AR,3.0,B7274T0002-ALRUCA,2.0,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS
B7214T0008-AIRCOM-01,3.0,B7214T0008-CIRPNE,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-ALPREF-TE,3.0,B7214T0010-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7216T0013-ALIEAU-CI,3.0,B7216T0013-ALIEAU,2.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
LLK-AC-1850D-ENTRAI,2.0,LLK-AC-1850D,1.0,Compresseur 40 bars TEMPO 1850 D
B7216T0011-TRANSF,2.0,B7216T0011,1.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7216T0013-ALIEAU-AP,3.0,B7216T0013-ALIEAU,2.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7216T0013-BOUCHE-TV,3.0,B7216T0013-BOUCHEUSE,2.0,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7214T0007-RS-PS-01,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7203R0001,1.0,,,CONVOYEURS PALETTES 'DEBALLAGE'
B7214T0007-ALPREF-BA,3.0,B7214T0007-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0008-ALPREF-RA,3.0,B7214T0008-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7252T0021,1.0,,,ETIQUETEUSE OPERA 300 SACMI
B7284T0026-PINTER-BI,3.0,B7284T0026-PINTER,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
LLK-AC-1850D-ETACOM,2.0,LLK-AC-1850D,1.0,Compresseur 40 bars TEMPO 1850 D
B6235T8001-J02,2.0,B6235T8001,1.0,MIXER MAS MIX 60/60
B6235T8001,1.0,,,MIXER MAS MIX 60/60
B7214T0007-RS-PS-11,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-RS,2.0,B7214T0010,1.0,SOUFFLEUSE SBO 20 SIDEL
B7217T0002-S316,3.0,B7217T0002-S004,2.0,SOUTIREUSE
B7252T0034,1.0,,,ETIQUETEUSE
B7258T0013-S002,2.0,B7258T0013,1.0,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA)
B7284T0026-PINTER,2.0,B7284T0026,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
LLK-CUVE-CO2,1.0,,,Cuve CO2
B7759T0019-PACKS,2.0,B7759T0019,1.0,CONVOYEUR MECANIQUE  GEBO
B7759T0021-PACKS,2.0,B7759T0021,1.0,CONVOYEUR MECANIQUE  GEBO
B8602T0012,1.0,,,CHAUDIERE BABCOCK N°02
B7216T8002-J05,2.0,B7216T8002,1.0,REMPLISSEUSE SF SELECT 140/15C
B7258T0010,1.0,,,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA)
B8008T0001,1.0,,,BASCULE BA1
B8602T0019,1.0,,,Bache alimentaire chaudiére
B7105T0121-J02,1.0,,,SKID VANNE CIP
B7220T8001-J30,3.0,B7220T8001-J60,2.0,MONOBLOC
LLK-AC-2350B-ENTRAI,2.0,LLK-AC-2350B,1.0,Compresseur 40 bars TEMPO 2350 B
B7214T0010-RS-PS-16,4.0,B7214T0010-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7272T0017,1.0,,,FARDELEUSE L3
B7272T0017-ENTPRO,2.0,B7272T0017,1.0,FARDELEUSE L3
B7272T0017-FOURFA,2.0,B7272T0017,1.0,FARDELEUSE L3
B3668R6500,1.0,,,COMPRESSEUR ABC
B7214T0007-RS-PS-02,4.0,B7214T0007-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0013-S004,2.0,B7214T0013,1.0,SOUFFLEUSE
B7284T8001-J03,2.0,B7284T8001,1.0,PALETTISEUR P432-SCARA
LLK-AC-RLRA-ENTRAI,2.0,LLK-AC-RLRA,1.0,Compresseur 7 bar RLR 150 AIR WORTHINGTON A
B7210T8005,1.0,,,LAVEUSE CASIERS BOUTEILLES KRONES
B7272T0028,1.0,,,FARDELEUSE VARIOPAC PRO
B8602T8004,1.0,,,CHAUDIERE BABCOCK3/ 05 T
B6225T0001-S304,2.0,B6225T0001-S003,1.0,CUVES TAMPON
B6315T0003,1.0,,,HOMOGENEISATEUR 2
BEC-ADM-R1_ETAG1_FRD,1.0,,,EQUIPEMENTS FROID ET CLIMATISATION 1ER ETAGE R+1
ELKS_ADM,1.0,,,BLOC ADM
B7214T0007,1.0,,,SOUFFLEUSE SBO 20 SIDEL
B7274T8001,1.0,,,POSEUSE DE POIGNEES TWIN PACKS
LLK-AC-1850E,1.0,,,Compresseur 40 bars TEMPO 1850 E Cojek
B3623B8003-S020,3.0,B3623B8003-S001,2.0,GROUPE POMPE CIP
