EREQ_CODE,EREQ_LEVEL,EREQ_PARENT_EQUIPMENT,EREQ_PARENT_LEVEL,EREQ_DESCRIPTION
BCH01-TRANSM-04,2.0,B7252T0036,1.0,ETIQUETEUSE FORMAT 5L/10L/4LB (ROLL FED + ADH)
B7284T0026-PALPRO,2.0,B7284T0026,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7286T0019-ARMELE-CE,3.0,B7286T0019-ARMELE,2.0,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L1
B7752T0106,1.0,,,TRANSPORTEUR A BANDE        TB14A
B7214T8001-J899,4.0,B7214T8001-J89,3.0,SOUFFLEUSE SBO 20 5767
B7228T0001-UMO,1.0,,,CHARIOT ELEVATEUR 3T UMO
B7752T0062,1.0,,,TRANSPORTEUR A BANDE        TB20A
B3970T0244,1.0,,,Armoire de Gestion Compresseurs 40 Bars
B7204T0002,1.0,,,REDRESSEUR DE BOUTEILLES LANFRANCHI
B7752T0171-SYTELE,2.0,B7752T0171,1.0,"Convoyeur "" Soft Drop '' 03"
B8641R0087,1.0,,,GRANDE TOUR REFROIDISSEMENT BALTIMORE VXC S 504
B3623R0258-02,2.0,B6346T0005,1.0,REACTEUR ACIDE-   02-211-502
B7214T0007-FOURIR-RF,3.0,B7214T0007-FOURIR,2.0,SOUFFLEUSE SBO 20 SIDEL
B7264T0002,1.0,,,ALIMENTATEUR BOUCHON E18.3148
B7638T0105,1.0,,,Chargeur Hyundai
B7867R0007-201,2.0,B7867T0001,1.0,tremie 1
BCH05-POUSSE-01,3.0,BCH05-PREFRM-01,2.0,PALETTISEUR 5LA CERMEX P432   / N° 39109
BCH05-POSOUF-02,3.0,BCH05-ROSOUF-02,2.0,SOUFFLEUSE SBO4 - 383
BCH05-ENTRAI-02,2.0,B7272T0006,1.0,FARDELEUSE CERMEX TSM3 SDI
B3602R0041-A002,2.0,B3623T0050,1.0,GROUPE ELECTROPOMPE CENTRIFUGE P4211
B7223T0001-S011,2.0,B7223T0001,1.0,BOUCHEUSE UNIMAC-GHERRI(SDA)
BCH02-ARMELE-02,2.0,B7750T0002,1.0,CONVOYEUR A AIR RAFALE N° 98025
B7101T0125,2.0,B8638R5990-J01,1.0,BAC DE STOCKAGE EAU CHILLER
B3970T0119,1.0,,,MCC2-1
B6047D0012,1.0,,,Moule 42Gr
B6070T0002,1.0,,,Assembleuse 02 litre
BCH04-ROSOUF-01,2.0,B7214T0004,1.0,SOUFFLEUSE SBO4 - 403
B7216T0012-REMPLI,2.0,B7216T0012,1.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B8636T0047,1.0,,,TOUR DE REFROIDISSEMENT COMPRESSEUR 1
B9301T0003,1.0,,,STRUCTURE METALLIQUE DU BATIMENT « CHAUDIERES DE CARBONATATION RS2000T »
B3623R3403,2.0,B3602R5006-J01,1.0,GROUPE MOTOPOMPE
CUV-GAS,1.0,,,Cuve gasoil
B3503R0075,1.0,,,MOTEUR TRANSPORTEUR A BANDE TB21B
B6010R-VE6,3.0,B6010T0006-PFR,2.0,Presse n° 06
B6225T0001-S301,2.0,B6225T0001-S003,1.0,CUVES TAMPON
B7752T0023,1.0,,,TRANSPORTEUR A BANDE         TB15A
B9012U0050-HS001,2.0,BHS_ENS_RAI,1.0,Ensemble Réseau Anti Incident
BSL-BAT-ELEC,1.0,,,BATIMENT DOP ELECTRICITE
,,,,Presse n° 06
B7103T0117,1.0,,,BAC D ACIDE HCL 33% T1020
B4313R0044-02,3.0,B3623R0212-03,2.0,BAC EAU GLYCOLEE-878GL
B7214T0008-RS-PS-09,4.0,B7214T0008-RS-PS,3.0,SOUFFLEUSE SBO 20 SIDEL
B6522T0065,1.0,,,FILTRE DE DEPOUSSIERAGE FTB15B
B7237T0003,1.0,,,COUSEUSE DOUBLE D16
B7766T0009-SYTELE,2.0,B7766T0009,1.0,"CONVOYEUR "" SOFT DROP '' PI04"
B3970T0113,1.0,,,MCC1
B5368T0003,1.0,,,AUTOLAVEUSE
B6046D0103,1.0,,,Moule Verseur 2L
B7284T0027-PALPRO-EL,3.0,B7284T0027-PALPRO,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
SYS-RCP,1.0,,,Système de Recyclage Palette
B3623T0114,2.0,B7103T0139,1.0,BAC A SAUMURE T160
B7214T0013-S135,3.0,B7214T0013-S003,2.0,SOUFFLEUSE
,,,,REMPLISSEUSE HEMA MRH24/24 E8 BE 7453
,,,,FARDELEUSE CERMEX TSP 45 SDI
,,,,BANDEROLEUSE  ROBOPAC HELIX HS30 N°4000090323
,,,,CONVOYEURS MECANIQUES 01P078
B7858R0006-208,2.0,B7858T0018,1.0,Silo  C8
BCH07-RIDAIR-04,3.0,BCH07-CEDIFAIR-01,2.0,"CENTRALE DE CLIMATISATION ""DCH"""
BCH09-GENCIV-01,2.0,B9305T0005,1.0,BATIMENTS
BLS-AUTRES-EQUIP,1.0,,,AUTRES EQUIPEMENTS
BLS-TUYAUTERIE-U400,1.0,,,TUYAUTERIE SUCRE LIQUIDE-U400
B6220T0002-S002,2.0,B6220T0002,1.0,VMC  B(SDA)
B7214T0013-S147,3.0,B7214T0013-S004,2.0,SOUFFLEUSE
B3548T0002,1.0,,,Réservoir de 3000 lt  SICC
B7214T0010-FOURIR-RF,3.0,B7214T0010-FOURIR,2.0,SOUFFLEUSE SBO 20 SIDEL
B7214T0010-ALPREF-BA,3.0,B7214T0010-ALPREF,2.0,SOUFFLEUSE SBO 20 SIDEL
B7284T0029-CIRPNE,2.0,B7284T0029,1.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B7752T0055,1.0,,,TRANSPORTEUR A BANDE        TBC1B
BMA-BAT-RESEAU_A_INC,1.0,,,RESEAU ANTI-INCENDIE_BATIMENT-MARGARINERIE
B7260T8001-J11,2.0,B7260T8001,1.0,PASTEURISATEUR REFROIDI À TUNNEL(SDA)
B7754T0007,1.0,,,TRANSPORTEUR A CHAINE        TC6B
BCH07-ARELEC-01,3.0,BCH07-CERELE-01,2.0,GROUPE SKID CLAUGER
B3527T0031,3.0,B6225T0001-S303,2.0,CUVES TAMPON
B6225T0001-S302,2.0,B6225T0001-S003,1.0,CUVES TAMPON
B6001T0015-UNIROB,2.0,B6001T0015,1.0,PRESSE D'INJECTION PREFORMES 01 HYPET 400
B7103T0284,1.0,,,BAC A EAU CHAUDE DE PROCESS INOX AISI 304L / 1T006
B7216T0011-ALBOUC,3.0,B7216T0011-BOUCHEUSE,2.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B6522T0048,1.0,,,FILTRE DE DEPOUSSIERAGE F10
B7752T0060,1.0,,,TRANSPORTEUR A BANDE        TB16N
B3623T0135,2.0,BLS-HE550,1.0,CONDENSEUR EVAPORATEUR TUBULAIRE HE550
B3970T0003,1.0,,,ARMOIRE UTILITE 1000T/J
B3970T0264-02,1.0,,,ARMOIRE ECLAIRAGE-MCC -EXT
B6010T0009,1.0,,,Presse n° 09
B3623R0230-04,2.0,B6522T0003,1.0,FILTRE NIAGARA-      A26F1
B3623R0203-02,2.0,B7101T0017,1.0,BAC HUILE ACIDE- 2901B
B3623R0049-06,2.0,B7103T0135,1.0,BAC D'EAU SALE 1000T
B3623R0038-01,2.0,B7115T0002,1.0,BASSIN DES EAUX BAROMETRIQUES -A/B27-   HOTWELL N°1
B3623R0038-02,2.0,B7115T0002,1.0,BASSIN DES EAUX BAROMETRIQUES -A/B27-   HOTWELL N°1
B3623R0244-04,2.0,B7115T0009,1.0,BAC  FLORENTIN- 24F1
B3623R0001-07,2.0,B7115T0016,1.0,FOSSE DE RELEVAGE DU PARC DES HUILES BRUTES
,,,,SOUTIREUSE
B7258T8001-J03,2.0,B7258T8001,1.0,CONTRÔLE BOUCHON ET NIVEAU HEUFT
B8602T0001,1.0,,,CHAUDIERES HAUTE PRESSION   A27G1
PEP-1B,1.0,,,GROUPE ELCTROPOMPE D'EAU PROPRE VERS ECHANGEURS -PEP1B
B7252R8003,2.0,B7252T0032,1.0,ETIQUETEUSE
B7258T0013,1.0,,,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA)
B8636T0070,1.0,,,Pompes Distribution Eau Glacée Tour De Refroidissement
B3669T0034-SECH-CFRI,2.0,B3669T0034,1.0,Compresseur D'Air  01
B6055T0017,1.0,,,Deshumidificateur Moule Pra1800 Husky 02
B6335T0006,1.0,,,FONDOIR M160E
B7804T0003-BMA,2.0,B8627T0001,1.0,CHAMBRE FROIDE
BSL-SH150-TOUR5,1.0,,,Tour 5_technique
BCH04-PRESSE-01,3.0,BCH04-ASCENS-01,2.0,PALETTISEUR CERMEX P432-10-37699
B7752T0111,1.0,,,TRANSPORTEUR A BANDE        TB20B
B8638T0066,1.0,,,Station Pompe Distribution (01)
UFC-ATL,1.0,,,ATELIER DE MAINTENANCE 
B7867R0007-203,2.0,B7867T0002,1.0,tremie 2
B7284R0001-134,2.0,B7284T0001,1.0,PALETTISEUR A
B7284T0026-ENTPRO-CP,3.0,B7284T0026-ENTPRO,2.0,PALETTISEUR P432-SCARA (P432-20) CERMEX
B3970T0244-COMPEL,2.0,B3970T0244,1.0,Armoire de Gestion Compresseurs 40 Bars
B7103T7103-U001,1.0,,,BAC DE STOCKAGE EAU OSMOSEE
B7252T0022-REGLAG-GE,3.0,B7252T0022-REGLAG,2.0,ETIQUETEUSE OPERA 300 SACMI
B7272T0017-TRFILM-TF,3.0,B7272T0017-TRFILM,2.0,FARDELEUSE L3
B7858T0034,1.0,,,Silo  C24
B8638T0039-CIREAU,2.0,B8638T0039,1.0,Refroidisseurs CTA 2/2 TRANE-FIORINI
B6001T0016-UNIFER,2.0,B6001T0016,1.0,PRESSE D'INJECTION PREFORMES 02 HYPET 400
B7723T0002-SEE,2.0,B7723T0002,1.0,STACKER SMV4531
B8008R0003-202,2.0,B8008T0001,1.0,BASCULE BA1
BCH06-ETACOM-21,2.0,B3668T0201,1.0,"Compresseur 40Bars SIAD ""B"" TEMPO 1850 KC 10656 / 10B"
B6001T0016-EXTRUD-TR,3.0,B6001T0016-EXTRUD,2.0,PRESSE D'INJECTION PREFORMES 02 HYPET 400
B6010T0002,1.0,,,Presse n° 02
B6053T0012-ARMELE,2.0,B6053T0012,1.0,Secheur Piovan 03
B7754R0001-207,2.0,B7754T0007,1.0,TRANSPORTEUR A CHAINE        TC6B
B7759T0019-ARMELE,2.0,B7759T0019,1.0,CONVOYEUR MECANIQUE  GEBO
B3602R0033-A001,2.0,B3623T0052,1.0,GROUPE ELECTROPOMPE CENTRIFUGE P985E
B6001T0017,1.0,,,PRESSE D'INJECTION PREFORMES 03 HYPET 400
B7284T0020-C002,1.0,,,MAGASIN PALETTE
B7752T0006,1.0,,,CONVOYEUR A SUCRE HUMIDE A700
B7752T0075,1.0,,,TRANSPORTEUR A BANDE TB06
BRH-BAT-ELECTRICITE,2.0,BATIMENT-RAFF HUILE,1.0,BATIMENTS RAFFINERIE D HUILE
B3669R0001-A001,2.0,B3669T0002,1.0,COMPRESSEUR D'AIR PROCESS P920B
B4378R1100-F001,2.0,B6250T0034,1.0,LIGNE DE CONDITIONNEMENT EN SAC
BCH02-CHTOUR-01,3.0,BCH02-FOURIR-01,2.0,SOUFFLEUSE SBO10 - 710
B7254T0012-S002,2.0,B7254T0012,1.0,DATEUR JET D'ANCRE/A520I / K8204HN
BCH07-POMPE-01,4.0,BCH07-CIRHYD-01,3.0,"CENTRALE DE CLIMATISATION ""DCH"""
,,,,Groupe de production eau glacée FLASH-PASTO
ELKS_UAP2-DIV-BUR-BM,2.0,ELKS_UAP2-DIV-BUR,1.0,BUREAUX
B3971T0040-DISJ,2.0,B3971T0040,1.0,Tableau Général Basse Tension 02
B8516T0114,1.0,,,Cellule TFO 3150 KVA SM6-36 DM1-A MERLIN GERIN 02
B7284T0034,1.0,,,PALETTISEUR AUTOMATIQUE EMS MT 574
B3602R0020-A001,2.0,B3623T0042,1.0,GROUPE ELECTROPOMPE CENTRIFUGE P545
B3669T0018-B001,1.0,,,COMPRESSEUR  A VIS A930.1N (L37)
B7216T0011-ALBOUC-TB,4.0,B7216T0011-ALBOUC,3.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
B7216T0012-ALBOUC-TB,4.0,B7216T0012-ALBOUC,3.0,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN
BCH03-EXTRAC-08,2.0,B7254T0172,1.0,DATEUR INDUSTRIEL GRAVURE LASER LIGNE 2L D320I BLEU / S2680369-1119-S10L
B7258T0001-DISDET,2.0,B7258T0001,1.0,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4
B7723T0001-SCT,2.0,B7723T0001,1.0,PORTIQUE SUR PNEUS RTG
B4313R4603-B001,2.0,B3669T0003,1.0,COMPRESSEUR  A VIS D'AIR A983.1N (L110)
BCH11-UNIROB-01,2.0,B6001T0001,1.0,PRESSE D'INJECTION PREFORMES 7 G-LINE 300
B6046D0007,1.0,,,MOULE 72 EMPREINTES AVEC ACCESSOIRES POUR BOUCHON 30/25
B3608R0005,3.0,B6225T0001-S220,2.0,CUVES MATURATION
B6315T0003-S012,3.0,B6315T0003-S001,2.0,HOMOGENEISATEUR 2
B4600R3000-R040,2.0,B7103T0235,1.0,BAC LIQUEUR D ALIMENTATION INOX AISI 304L LSR1 / 1T004
BCH02-ROSOUF-01,2.0,B7214T0002,1.0,SOUFFLEUSE SBO10 - 710
B7752T0062-BS2,1.0,,,TRANSPORTEUR A BANDE A1001N
BEU-BAT-CHAUDR,1.0,,,CHAUDRONNERIE UNITE ENERGIE
B3623T0100,1.0,,,GROUPE ELECTROPOMPE POMPE A GAZ P250-A
B6010T0003,1.0,,,Presse n° 03
B7716T0012-SEM,2.0,B7716T0012,1.0,NACELLE 
B8009T0001,1.0,,,PONT BASCULE CAMION A
B8713T0008,1.0,,,LIGNE OSMOSE
B3677T0007,1.0,,,SECHEUR D'AIR COMPRIME PAR ABSORPTION 1- RS3000T
B8657T0038-S002-08,2.0,B8657T0038-S002,1.0,CIRCUIT  DIFFUSEUR D'AIR
B8657T0038-S005,1.0,,,CENTRALE DE TRAITEMENT D'AIR N°3(SDA)
B2027T3000-B001,1.0,,,ISOLATION
B3623R1002-B003,1.0,,,GROUPES ELECTRO-POMPES A GAZ P250-3N
B3624R0201-VANNES,2.0,B3624R0201,1.0,GROUPE ANTI-INCENDIE
BCH06-ARMGES-01,3.0,BCH06-SYSTGES-01,2.0,SYSTEME DE GESTION AIR COMPRESSEUR
BCH11-TRSMPL-01,3.0,BCH11-UNINJE-01,2.0,PRESSE D'INJECTION PREFORMES 7 G-LINE 300
B3623R8000-S001,2.0,B6225T0001-S011,1.0,GROUPE MOTOPOMPE VINAIGRE
B4600R3000-B046,2.0,B6510R0001-B002,1.0,TURBINE CONTINUE S854N
B7752T0022,1.0,,,TRANSPORTEUR A BANDE         TB16
B7752R0085-B001,2.0,B7752T0085,1.0,TRANSPORTEUR A BANDE TB18
B7752T0085,1.0,,,TRANSPORTEUR A BANDE TB18
B7761T0027,1.0,,,TRANSPORTEUR A VIS VR17
B3602R0234-B001,2.0,B3623R0501-B001,1.0,GROUPES ELECTRO-POMPES P45535
B4313R1043-B002,2.0,B3623R0611-B001,1.0,GROUPES ELECTRO-POMPES P876N
B3602R0236-B002,2.0,B3623T3000-B007,1.0,GROUPES ELECTRO-POMPESP45534
B4600R3000-B032,2.0,B6514T0012,1.0,TURBINE DISCONTINU S651N
B4600R3000-B033,2.0,B6514T0013,1.0,TURBINE DISCONTINU S652N
BS2_S655N_S7-313C,1.0,,,Automate Programmable: Turbine S855N
B4313R1035-B002,2.0,B3623R0056-B002,1.0,GROUPES ELECTRO-POMPES  P253 1N (Bac depoussierage)
B4600T0007-J02,1.0,,,ARMOIRE DE COMMANDE
B3527R0604-B001,2.0,B7103T0163,1.0,BAC DE MATURATION T256N
BCH09-SALSOUF-01,2.0,B9305T0005,1.0,BATIMENTS
B7766T0007,1.0,,,"CONVOYEUR ""SOFT DROP"" PI01"
B8602T0018-ALIEAU,2.0,B8602T0018,1.0,Chaudiére MIRA 5000 ECFERAL
LLK-AC-RLRB-CIREFE,2.0,LLK-AC-RLRB,1.0,Compresseur 7 bar RLR 150 AIR WORTHINGTON B
BCH06-ETACOM-17,2.0,B3668T0200,1.0,"Compresseur 40Bar SIAD ""A""  TEMPO 1850   KC 10656 / 10A"
B3971T0019-A0001,1.0,,,TABLEAU GENERAL BASSE TENSION TGBT4
BCH06-ETACOM-19,3.0,BCH06-ETACOM-17,2.0,"Compresseur 40Bar SIAD ""A""  TEMPO 1850   KC 10656 / 10A"
B6010T0006,1.0,,,Presse n° 06
B7714T0029,2.0,B6250T0017,1.0,SYSTEME DE STOCKAGE FLEUR DE CHAUX
B4600R3000-B029,2.0,B6533T0006,1.0,FILTRE PRESS S370N
B3601R0203-01,2.0,B7103T0059,1.0,BAC DE SOUDE - 24T21
B7228T0016,1.0,,,CONDITIONNEUSE B2 (COND B2)
B7272T0015-ARMELE,2.0,B7272T0015,1.0,FARDELEUSE TSM 4 SDI CERMEX-OC
B7752R0001,2.0,B7752T0005,1.0,TRANSPORTEUR A BANDE A101E
B7858T0031,1.0,,,Silo  C21
UPL-B7759T-001,1.0,,,Convoyeur Verseur 01L
B6001T0017-EXTRUD-TR,3.0,B6001T0017-EXTRUD,2.0,PRESSE D'INJECTION PREFORMES 03 HYPET 400
B6364T0003-ARMELE-CE,3.0,B6364T0003-ARMELE,2.0,PREMIX MIXER MAS - MIX 60 - 60
B6538T0007,1.0,,,STATION NEP WT
BCH03-ASCENS-02,3.0,BCH03-ASCENS-01,2.0,PALETTISEUR CERMEX P421  N°30751
B3503R0810-B017,2.0,B7761T0027,1.0,TRANSPORTEUR A VIS VR17
B8602T0007-INS,2.0,B8602T0007,1.0,CHAUDIERE LOOS N°02
B8673E0100-B001,2.0,B8673R0200-B001,1.0,MOTO-VENTILATEUR P752N
BEC-ADM-R3-ETAG3_ELC,1.0,,,INSTALLATIONS ELECTRIQUE 3E ETAGE R+3
B3652R-001,3.0,UPL-B8638T-001,2.0,Système Refroidissement Palette
BS2-CONSOMMABLE,2.0,B3500R3000,1.0,REPARATION MECANIQUE
B6240T0002,1.0,,,PRECHAUFFEUR
B6550T0016,1.0,,,COLONNE DE DECOLORATION C46204B
B7752T0061,1.0,,,TRANSPORTEUR A BANDE        TB17N
B7752R0100-B001,2.0,B7752T0100,1.0,TRANSPORTEUR A BANDE A103.1N
B8780R0037-01,2.0,B8780R0025,1.0,UNITE DE FLOTTATION A AIR DISSOUS DAF SEGHERS
B3609R0003-B003,2.0,B3623R1002-B003,1.0,GROUPES ELECTRO-POMPES A GAZ P250-3N
B4688R0019-B035,3.0,B4688R3000-B003,2.0,VANNERIE
B4688R0220-B003,3.0,B4688R3000-B026,2.0,VANNERIE
B4688R0220-B004,3.0,B4688R3000-B026,2.0,VANNERIE
B7867R0008-201,2.0,B7867T0001,1.0,tremie 1
B6305R0018-B002,2.0,B6305T0022,1.0,MALAXEUR DE COULEE M624N
B3624T1200,1.0,,,POMPE HAUTE PRESSION
B6040D0101,1.0,,,ROBOT IML 250gr  POUR MOULE BARQUETTE ET COUVERCLE
B6364T0003,1.0,,,PREMIX MIXER MAS - MIX 60 - 60
,,,,SOUFFLEUSE SBO 20 SIDEL
B7258T0005-DISEJE,2.0,B7258T0005,1.0,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4
BCH04-PMOBIL-01,3.0,BCH04-ASCENS-01,2.0,PALETTISEUR CERMEX P432-10-37699
B8636T0039-CONDUI,2.0,B8636T0039,1.0,Tour de refroidissement BALTMORE AIRCOIL
B8636T0040-SECBAS,2.0,B8636T0040,1.0,Tour de refroidissement BALTMORE AIRCOIL
,,,,VMC  A(SDA)
B3527M0607,2.0,B6335T0006,1.0,FONDOIR M160E
,,,,CHAUDIERE BABCOCK3/ 05 T
B8780R0042,1.0,,,CUVE DE CASSAGE ACIDE -B1001
UPL-B6050T-003-UA,2.0,UPL-B6050T-003,1.0,Système d'Aspiration MORETTO Versseur 2L
B6010T0008,1.0,,,Presse n° 08
B4378R1101-F001,2.0,B6250T0013,1.0,SYSTÈME DE HYDRATATION
B4600R3000-R012,2.0,B7103T0240,1.0,BAC DE CONDENSAT INOX AISI 304L / 1T033
B7790T0051,1.0,,,QUAI DE CHARGEMENT N°04
B9719T2000,1.0,,,ELECTRICITE
B6010T0012,1.0,,,PRESSE PI12
B6053T0011,1.0,,,Secheur Piovan 02
,,,,Assembleuse 01 litre
B3602R0214-01,3.0,B3623R0214-01,2.0,BAC-DECANTEUR-682A
B7264T0001-S003,2.0,B7264T0001,1.0,ALIMENTATEUR BOUCHON E18.3147
,,,,PALANS
,,,,INSTALLATIONS ELECTRIQUE 3E ETAGE R+3
,,,,INSTALLATIONS ELECTRIQUE DATA-CENTER
B3602R0033-A003,2.0,B3623T0027,1.0,GROUPE ELECTROPOMPE CENTRIFUGE P4201-B
B6010T0013,1.0,,,PRESSE PI13
B7234T0001,2.0,B6250T0019,1.0,LIGNE DE CONDIONNEMENT EN BIG BAG
B3504R0600-F001,2.0,B6250T0064,1.0,SYSTÈME HYDRAULIQUE DECHARGE
BCH03-ENTRAI-03,3.0,BCH03-BRTOUR-01,2.0,BANDEROLEUSE  ROBOPAC HELIX HS30 N°4000090323
B8602T0018-BRULEU,2.0,B8602T0018,1.0,Chaudiére MIRA 5000 ECFERAL
B6335T0004,1.0,,,FONDOIR M160N
B7254T0063,1.0,,,DATEUR H4
B7752T0100,1.0,,,TRANSPORTEUR A BANDE A103.1N
B7867T0003,1.0,,,TREMIE D'ALIMENTATION  TR2
B8602T0007,1.0,,,CHAUDIERE LOOS N°02
,,,,INSTALLATIONS ELECTRIQUE 1ER ETAGE R+3
